"customer_id","gender","date_of_birth_raw","date_of_birth","state","contact","segment"
12779308,Female,"03-Feb-85",1985-02-03,SD,"415-968-7496",Platinum
53719176,Male,"29-May-92",1992-05-29,FL,"174-342-7516",Silver
51842360,Female,"03-Dec-76",1976-12-03,AK,"147-475-9412",Platinum
56398264,Female,"29-Jun-79",1979-06-29,NY,"713-394-6524",Silver
73898057,Female,"25-May-60",1960-05-25,KS,"418-459-4571",Platinum
2476913,Male,"06-Jun-83",1983-06-06,OH,"591-934-6948",Gold
66267050,Female,"14-May-62",1962-05-14,NE,"716-145-5671",Gold
46551094,Female,"01-Aug-70",1970-08-01,OR,"564-598-2173",Platinum
5061178,Female,"14-Oct-72",1972-10-14,AR,"532-216-1635",Silver
29323970,Male,"03-Mar-71",1971-03-03,NE,"783-653-9163",Gold
67243622,Male,"17-Oct-86",1986-10-17,NE,"715-435-9327",Gold
62861487,Male,"09-Aug-87",1987-08-09,NV,"851-758-3157",Gold
98083433,Male,"16-Oct-71",1971-10-16,CA,"912-418-8739",Gold
15681024,Female,"28-Nov-83",1983-11-28,AL,"216-539-3569",Silver
92644503,Male,"18-Apr-89",1989-04-18,PA,"845-829-8214",Gold
65916260,Female,"06-Apr-96",1996-04-06,KS,"687-698-6425",Platinum
34953203,Female,"09-May-97",1997-05-09,ME,"728-597-3415",Platinum
99961993,Male,"10-Jun-95",1995-06-10,AL,"234-943-2876",Platinum
42098367,Female,"27-Oct-74",1974-10-27,MA,"278-485-6849",Gold
9130038,Female,"22-Nov-64",1964-11-22,TN,"382-247-4267",Silver
80562391,Female,"24-Feb-60",1960-02-24,NY,"521-689-3269",Gold
28932340,Male,"05-Jan-96",1996-01-05,LA,"652-265-8231",Gold
79212942,Female,"31-Jan-60",1960-01-31,NY,"371-639-4189",Platinum
5864769,Male,"17-Nov-82",1982-11-17,CO,"314-953-3162",Gold
3955265,Male,"27-Feb-77",1977-02-27,IN,"324-296-9625",Platinum
42882285,Female,"21-Dec-62",1962-12-21,SD,"149-928-6451",Platinum
96134505,Female,"03-Jun-84",1984-06-03,CT,"832-482-4236",Silver
8375366,Female,"29-Jul-63",1963-07-29,AL,"875-392-9487",Gold
82000019,Male,"10-Oct-92",1992-10-10,MI,"785-894-3194",Silver
30394029,Female,"08-Jan-70",1970-01-08,SC,"742-324-8253",Gold
51525336,Female,"06-Jun-78",1978-06-06,HI,"485-435-7918",Silver
54963034,Female,"14-Apr-66",1966-04-14,CT,"937-293-7985",Platinum
90876878,Male,"20-Mar-93",1993-03-20,OH,"897-689-5672",Silver
16216085,Female,"26-Dec-72",1972-12-26,VT,"719-273-4738",Platinum
11982382,Male,"14-Mar-88",1988-03-14,OH,"439-628-2835",Gold
33290806,Male,"29-Aug-96",1996-08-29,FL,"938-486-2376",Gold
39628347,Female,"10-Jun-70",1970-06-10,SD,"591-895-6541",Platinum
84277947,Female,"16-Aug-97",1997-08-16,IL,"364-165-1298",Silver
95856464,Male,"03-Jun-99",1999-06-03,WI,"354-648-3765",Gold
67335009,Female,"26-Feb-83",1983-02-26,MA,"732-284-9752",Platinum
8765210,Male,"27-May-73",1973-05-27,WA,"893-183-3164",Gold
77765211,Male,"08-Oct-81",1981-10-08,NV,"754-754-6471",Silver
39035416,Male,"29-Jul-61",1961-07-29,IA,"785-836-9316",Platinum
5264479,Male,"04-Sep-83",1983-09-04,WI,"738-216-9185",Gold
24769711,Male,"04-Aug-66",1966-08-04,NH,"159-574-8794",Silver
98142348,Male,"25-Jul-76",1976-07-25,CA,"416-278-7936",Platinum
22328083,Male,"15-Sep-72",1972-09-15,MT,"384-486-4537",Silver
85984961,Female,"29-Aug-82",1982-08-29,CA,"948-162-6123",Silver
46937376,Female,"15-Feb-94",1994-02-15,AL,"784-895-3481",Gold
54252815,Female,"01-Apr-92",1992-04-01,IN,"625-425-9124",Gold
17774827,Male,"09-Jun-67",1967-06-09,FL,"239-143-5279",Gold
80544918,Female,"22-Jun-87",1987-06-22,MS,"739-748-9768",Platinum
18818283,Female,"03-May-97",1997-05-03,CT,"179-136-6493",Platinum
22370979,Male,"17-Jan-62",1962-01-17,CO,"768-829-7481",Silver
88623068,Female,"14-May-78",1978-05-14,FL,"532-674-5268",Silver
89044601,Male,"21-Oct-64",1964-10-21,AL,"613-467-9145",Gold
73876237,Female,"27-Jan-75",1975-01-27,AL,"879-185-4857",Silver
47585713,Male,"20-Apr-71",1971-04-20,ND,"627-861-9247",Platinum
16981057,Female,"07-Aug-66",1966-08-07,MT,"685-645-1276",Gold
32301882,Male,"31-May-67",1967-05-31,NM,"124-437-6728",Silver
16717085,Male,"11-Dec-84",1984-12-11,AR,"172-426-6187",Gold
75192560,Female,"22-Mar-84",1984-03-22,IA,"784-943-8563",Platinum
24715429,Female,"23-Mar-81",1981-03-23,WY,"689-678-8591",Platinum
2121802,Male,"27-Aug-80",1980-08-27,PA,"827-714-7821",Silver
30966524,Male,"31-Jan-85",1985-01-31,RI,"847-169-5361",Gold
63238733,Female,"08-Sep-93",1993-09-08,AZ,"268-398-8256",Gold
39608351,Male,"03-Dec-83",1983-12-03,IA,"142-758-5874",Gold
16453494,Female,"17-Apr-78",1978-04-17,CT,"786-768-5678",Silver
92789350,Male,"14-Aug-71",1971-08-14,CT,"486-257-6798",Silver
83706741,Female,"13-Nov-71",1971-11-13,NJ,"368-385-8726",Silver
92400577,Male,"14-May-71",1971-05-14,MA,"625-823-4875",Silver
90646435,Female,"07-Dec-78",1978-12-07,IL,"356-975-8315",Gold
56229221,Female,"03-Jul-93",1993-07-03,DE,"436-376-2349",Silver
63788489,Male,"01-May-71",1971-05-01,SC,"549-471-1638",Platinum
49187749,Male,"03-Feb-84",1984-02-03,FL,"748-417-3164",Gold
58144290,Male,"08-Jan-79",1979-01-08,TX,"893-725-3847",Gold
21330507,Male,"13-Mar-62",1962-03-13,TX,"871-328-3185",Platinum
21066098,Female,"16-Aug-62",1962-08-16,LA,"356-637-2735",Platinum
46673661,Male,"28-Oct-97",1997-10-28,MI,"123-942-4267",Platinum
48477164,Female,"20-Oct-76",1976-10-20,NV,"572-493-8516",Silver
42351519,Female,"03-Jul-79",1979-07-03,GA,"237-467-4729",Gold
25879245,Male,"11-Jun-82",1982-06-11,WA,"154-126-4286",Gold
86301193,Female,"23-Dec-80",1980-12-23,LA,"951-543-3542",Platinum
12996134,Female,"28-Jun-71",1971-06-28,AL,"925-723-2589",Platinum
44003496,Male,"30-Dec-62",1962-12-30,CO,"156-853-4153",Gold
89737711,Male,"30-Mar-91",1991-03-30,WA,"641-148-4597",Platinum
32560779,Female,"18-Nov-60",1960-11-18,KS,"715-238-2678",Gold
8039037,Female,"16-Oct-86",1986-10-16,OH,"714-274-5137",Gold
68723599,Male,"14-Nov-65",1965-11-14,OR,"264-348-3762",Silver
46129941,Female,"16-Mar-99",1999-03-16,WV,"943-157-4137",Silver
58098499,Female,"27-May-88",1988-05-27,MN,"756-876-1238",Silver
12377926,Male,"11-Nov-99",1999-11-11,MS,"735-517-7849",Silver
20444103,Male,"17-Jan-80",1980-01-17,KY,"354-473-1357",Gold
89456307,Male,"03-Aug-96",1996-08-03,ID,"135-341-8196",Platinum
15166995,Female,"26-Mar-77",1977-03-26,NC,"129-568-9713",Gold
38384757,Female,"09-Feb-97",1997-02-09,KS,"259-327-3729",Platinum
74219574,Female,"28-Oct-67",1967-10-28,NE,"579-316-6573",Silver
3967610,Female,"02-Sep-63",1963-09-02,KS,"947-413-6812",Platinum
441097,Male,"19-Aug-71",1971-08-19,CA,"187-348-8375",Gold
86992868,Male,"28-Sep-87",1987-09-28,MS,"826-714-7823",Silver
78277006,Female,"29-Feb-92",1992-02-29,WI,"146-531-2189",Platinum
83499843,Male,"03-Dec-88",1988-12-03,ME,"276-859-1849",Silver
71585789,Male,"10-Oct-70",1970-10-10,WV,"156-568-1835",Platinum
6342530,Female,"05-Apr-74",1974-04-05,MO,"852-547-4379",Silver
72081129,Male,"19-Apr-73",1973-04-19,SC,"124-584-4261",Gold
2413612,Female,"24-Jun-62",1962-06-24,MO,"354-589-7983",Gold
263204,Male,"20-Dec-72",1972-12-20,TX,"173-892-6314",Silver
8733543,Male,"29-Aug-93",1993-08-29,IA,"413-394-4173",Gold
14792193,Female,"15-Jan-62",1962-01-15,HI,"587-954-9637",Gold
80581271,Male,"15-May-67",1967-05-15,WI,"179-763-7395",Platinum
18426154,Male,"07-Jun-60",1960-06-07,NJ,"879-485-1945",Gold
85689455,Female,"20-Dec-81",1981-12-20,RI,"285-326-1834",Gold
64270813,Female,"13-Mar-96",1996-03-13,WY,"643-297-4563",Silver
51547112,Female,"09-Jan-66",1966-01-09,CO,"572-697-6125",Silver
48609526,Male,"29-Jul-70",1970-07-29,MN,"493-794-4563",Platinum
49759488,Male,"27-May-66",1966-05-27,CT,"173-198-2416",Silver
56075921,Female,"05-Jul-69",1969-07-05,FL,"148-396-5961",Platinum
76916649,Female,"10-May-92",1992-05-10,SC,"854-921-6417",Silver
47565478,Female,"28-Jan-61",1961-01-28,ND,"786-685-8236",Silver
18282409,Female,"29-Sep-73",1973-09-29,AK,"326-215-7361",Gold
8715802,Female,"27-Aug-68",1968-08-27,VT,"573-719-2548",Silver
42708350,Male,"29-Apr-95",1995-04-29,MT,"472-942-8126",Silver
39405635,Male,"19-Mar-75",1975-03-19,ID,"216-347-2435",Gold
48038858,Female,"11-Jun-89",1989-06-11,NY,"374-852-9148",Silver
15880215,Male,"29-Apr-89",1989-04-29,WI,"349-735-4516",Platinum
13088377,Female,"09-Nov-91",1991-11-09,WY,"794-928-4196",Platinum
88870543,Female,"11-Dec-97",1997-12-11,WV,"591-659-9652",Platinum
9339845,Male,"31-Jul-69",1969-07-31,MO,"976-293-9743",Gold
13926634,Male,"08-Jul-82",1982-07-08,FL,"653-896-2719",Platinum
18307355,Male,"09-Nov-68",1968-11-09,ID,"879-542-1978",Platinum
50436220,Male,"05-Aug-80",1980-08-05,NJ,"748-715-9783",Gold
66353946,Female,"20-Nov-79",1979-11-20,KS,"512-457-6923",Gold
39881716,Female,"27-Jan-79",1979-01-27,CT,"764-685-8523",Silver
28239393,Male,"19-Aug-78",1978-08-19,AL,"569-268-4785",Platinum
5237129,Male,"21-Mar-99",1999-03-21,WY,"392-746-4561",Platinum
19521118,Female,"21-Dec-70",1970-12-21,SD,"967-765-9625",Silver
14892213,Female,"29-Aug-87",1987-08-29,WV,"413-256-8476",Gold
53442249,Male,"23-May-81",1981-05-23,VA,"971-473-5832",Silver
45971331,Male,"28-Aug-94",1994-08-28,AK,"936-389-8497",Platinum
79889146,Male,"21-May-75",1975-05-21,MT,"193-219-1842",Silver
21774335,Male,"07-Feb-77",1977-02-07,OK,"127-839-1746",Gold
66284489,Female,"10-Apr-95",1995-04-10,OH,"967-136-5829",Gold
72488905,Female,"10-Mar-80",1980-03-10,NM,"275-826-8236",Platinum
93910149,Male,"10-Aug-96",1996-08-10,HI,"574-165-9841",Silver
77116501,Female,"04-Apr-68",1968-04-04,AR,"915-934-5617",Platinum
95822358,Female,"17-Dec-76",1976-12-17,MD,"851-432-1692",Silver
54699348,Female,"30-Aug-75",1975-08-30,NY,"321-312-5267",Silver
96496046,Female,"01-Apr-60",1960-04-01,VA,"965-645-9821",Platinum
73869005,Female,"01-Jul-64",1964-07-01,WV,"695-428-9762",Gold
83827717,Female,"24-Jan-88",1988-01-24,NY,"578-732-1238",Platinum
55401227,Male,"18-Aug-91",1991-08-18,MA,"143-594-1839",Gold
80295008,Female,"15-Sep-83",1983-09-15,NY,"542-369-9823",Platinum
28820055,Female,"05-Dec-87",1987-12-05,RI,"612-458-8546",Gold
93455439,Female,"20-Feb-72",1972-02-20,MA,"423-423-9561",Gold
19478893,Male,"01-Mar-68",1968-03-01,GA,"981-142-3251",Gold
45419022,Female,"01-Dec-93",1993-12-01,NY,"127-875-1924",Gold
49583926,Female,"02-Aug-90",1990-08-02,MD,"853-612-6958",Gold
72296323,Male,"06-Nov-60",1960-11-06,PA,"287-152-8153",Platinum
10149231,Female,"22-Mar-92",1992-03-22,FL,"291-942-3485",Platinum
93009704,Male,"16-Jul-98",1998-07-16,ID,"264-681-4759",Platinum
60987956,Male,"26-Apr-82",1982-04-26,MN,"531-564-3296",Platinum
68709394,Female,"23-Sep-66",1966-09-23,ID,"461-259-2635",Silver
27878628,Female,"08-Aug-60",1960-08-08,ND,"538-689-6358",Platinum
90085898,Female,"26-Feb-65",1965-02-26,AK,"789-783-8149",Platinum
56098966,Female,"23-Mar-67",1967-03-23,ME,"456-658-1623",Gold
69317965,Male,"08-Jun-79",1979-06-08,VT,"265-749-8245",Platinum
81968615,Male,"23-Jun-79",1979-06-23,MT,"397-495-7834",Gold
83223514,Male,"28-Jun-97",1997-06-28,SC,"528-138-3187",Gold
78341228,Male,"26-Nov-86",1986-11-26,SD,"475-573-2957",Gold
41462913,Female,"24-Oct-61",1961-10-24,WI,"825-927-2861",Gold
80905889,Male,"13-Dec-62",1962-12-13,UT,"398-297-3568",Gold
93822307,Male,"15-Nov-87",1987-11-15,NE,"534-856-2654",Platinum
4889449,Male,"29-Dec-94",1994-12-29,MT,"574-832-2793",Platinum
98199694,Female,"04-Apr-78",1978-04-04,GA,"562-319-1874",Platinum
50460892,Male,"06-May-61",1961-05-06,ME,"657-645-1346",Gold
42664554,Female,"13-Aug-93",1993-08-13,TN,"396-973-2531",Gold
94943525,Male,"12-Sep-92",1992-09-12,AR,"612-362-1354",Gold
45434540,Male,"16-Sep-93",1993-09-16,AK,"942-916-1537",Silver
88544496,Female,"16-May-75",1975-05-16,VT,"872-963-2459",Gold
36544565,Female,"17-May-87",1987-05-17,WV,"973-438-4792",Platinum
90234480,Male,"18-Dec-64",1964-12-18,VA,"517-291-4237",Platinum
40801256,Male,"13-Aug-86",1986-08-13,NH,"486-258-3256",Gold
67052896,Female,"08-Jul-66",1966-07-08,SD,"328-159-3275",Silver
15323667,Female,"10-May-73",1973-05-10,SD,"489-326-8267",Silver
67070056,Male,"22-Nov-94",1994-11-22,WV,"825-189-8961",Platinum
20607084,Female,"23-Apr-68",1968-04-23,GA,"986-435-7468",Silver
86886743,Female,"06-Oct-66",1966-10-06,NV,"823-732-3156",Platinum
52995625,Female,"03-Sep-97",1997-09-03,OK,"129-598-3652",Gold
63137507,Male,"11-Oct-90",1990-10-11,CO,"347-689-5786",Platinum
56250763,Female,"02-Jan-67",1967-01-02,RI,"983-156-3481",Platinum
35593972,Male,"09-Dec-79",1979-12-09,TN,"854-195-3892",Gold
86820732,Female,"25-Apr-66",1966-04-25,MA,"952-123-3526",Gold
45113346,Female,"22-Apr-69",1969-04-22,UT,"146-429-5398",Silver
54668401,Female,"10-Oct-60",1960-10-10,NY,"247-219-5483",Platinum
80002521,Male,"19-Aug-77",1977-08-19,NH,"178-723-8945",Platinum
14664886,Male,"31-Jan-89",1989-01-31,VA,"396-428-6874",Silver
29903212,Male,"16-Dec-89",1989-12-16,DE,"279-918-3268",Platinum
95628948,Male,"22-Sep-60",1960-09-22,AR,"647-458-1294",Platinum
39497409,Female,"04-Oct-90",1990-10-04,UT,"976-537-8734",Silver
77006226,Female,"13-Feb-98",1998-02-13,TX,"641-295-5498",Platinum
23252820,Female,"11-Oct-69",1969-10-11,SC,"674-215-4376",Silver
96116969,Female,"14-Nov-82",1982-11-14,AR,"748-514-3246",Platinum
46076664,Male,"02-Aug-60",1960-08-02,PA,"148-648-3179",Platinum
91322083,Female,"28-Apr-83",1983-04-28,CO,"425-138-4538",Gold
34414080,Female,"08-Jul-74",1974-07-08,SC,"645-754-1947",Silver
87607433,Male,"31-May-96",1996-05-31,LA,"856-489-8236",Gold
99892000,Male,"08-Jun-95",1995-06-08,OR,"395-246-6172",Gold
74633480,Male,"22-Jun-66",1966-06-22,MI,"598-245-7941",Gold
16859101,Female,"30-Jun-61",1961-06-30,NJ,"639-138-8341",Silver
92362143,Male,"13-Feb-86",1986-02-13,ID,"793-679-4175",Gold
41291823,Male,"08-Jan-87",1987-01-08,OR,"982-936-8792",Gold
46710738,Male,"28-Apr-77",1977-04-28,MO,"962-834-9361",Gold
47415706,Female,"08-Aug-61",1961-08-08,DE,"179-574-5837",Gold
83944124,Male,"19-Oct-84",1984-10-19,NM,"984-483-1653",Gold
58198965,Female,"20-Jul-90",1990-07-20,WV,"752-392-1925",Platinum
80503762,Male,"25-Sep-96",1996-09-25,UT,"892-124-9765",Silver
15214936,Male,"06-Mar-63",1963-03-06,OR,"295-845-1275",Silver
81970531,Female,"01-Feb-65",1965-02-01,MI,"513-368-1948",Platinum
12826843,Female,"16-Aug-89",1989-08-16,WI,"924-524-2158",Platinum
20643817,Female,"15-May-70",1970-05-15,OK,"542-287-9413",Gold
38369440,Female,"05-Aug-91",1991-08-05,NJ,"742-182-2491",Silver
69427973,Female,"10-Apr-77",1977-04-10,NC,"875-685-4195",Platinum
3497881,Male,"12-Jun-75",1975-06-12,MD,"873-612-3918",Gold
46678650,Male,"10-Aug-63",1963-08-10,GA,"527-735-4351",Gold
17664425,Male,"13-Jul-93",1993-07-13,IL,"961-243-4972",Gold
41128407,Male,"09-Jul-66",1966-07-09,SD,"812-324-7932",Silver
75884493,Female,"27-Jul-69",1969-07-27,VT,"196-435-7259",Gold
22580068,Female,"08-Apr-61",1961-04-08,NM,"645-965-3267",Silver
49170442,Male,"22-Dec-85",1985-12-22,HI,"821-347-4893",Silver
76962128,Female,"16-Jul-93",1993-07-16,MD,"295-234-8213",Platinum
72991636,Female,"24-Nov-89",1989-11-24,DE,"258-596-5932",Silver
24053072,Male,"05-Feb-89",1989-02-05,ND,"573-549-3541",Silver
68458649,Female,"19-Jan-79",1979-01-19,NC,"264-287-3795",Platinum
98401399,Female,"07-Oct-68",1968-10-07,IA,"219-593-1674",Silver
8310837,Male,"13-Jun-86",1986-06-13,IA,"498-387-9816",Silver
99170243,Male,"03-Aug-93",1993-08-03,OH,"534-435-2968",Platinum
33314915,Female,"21-Oct-91",1991-10-21,LA,"581-835-6243",Platinum
58693933,Male,"21-Dec-77",1977-12-21,MS,"892-871-4967",Platinum
65898442,Female,"25-Sep-68",1968-09-25,MO,"197-948-5692",Platinum
40303052,Male,"22-Apr-86",1986-04-22,OH,"756-974-6729",Gold
94030912,Female,"06-Feb-95",1995-02-06,NC,"358-672-8271",Gold
76282379,Female,"26-Oct-88",1988-10-26,OH,"293-325-8742",Platinum
62528525,Male,"06-Oct-80",1980-10-06,LA,"964-932-9364",Platinum
69526996,Female,"09-Jan-99",1999-01-09,ND,"372-583-6278",Silver
88566888,Male,"15-Aug-85",1985-08-15,LA,"982-362-7125",Silver
30015627,Male,"11-Sep-69",1969-09-11,SC,"254-523-1634",Silver
70088729,Male,"06-Dec-62",1962-12-06,WI,"453-475-2863",Silver
53042145,Female,"04-Oct-64",1964-10-04,TN,"139-746-7128",Platinum
12499211,Female,"15-Dec-68",1968-12-15,MA,"851-792-1325",Gold
3915010,Male,"30-May-87",1987-05-30,VA,"832-789-5916",Platinum
23094322,Female,"08-Jan-93",1993-01-08,RI,"138-136-4367",Gold
95863439,Male,"20-Feb-83",1983-02-20,CT,"465-372-5829",Gold
72212627,Male,"09-Sep-85",1985-09-09,SD,"693-927-5932",Silver
49164086,Male,"09-Jul-62",1962-07-09,OR,"691-483-5398",Gold
44050095,Male,"04-Jun-77",1977-06-04,DE,"314-298-9257",Platinum
10198314,Female,"10-Nov-80",1980-11-10,WI,"176-861-1936",Platinum
84861652,Male,"04-Jun-78",1978-06-04,NY,"241-947-3176",Gold
88489646,Female,"17-May-71",1971-05-17,WA,"278-241-1657",Gold
89364843,Male,"05-Jan-69",1969-01-05,SD,"837-432-3471",Gold
29459103,Female,"05-May-86",1986-05-05,MS,"413-741-7425",Silver
86164274,Male,"28-Dec-62",1962-12-28,SC,"843-361-2796",Platinum
41858669,Female,"23-Apr-69",1969-04-23,WY,"694-974-1367",Silver
9113953,Female,"14-Jul-73",1973-07-14,IL,"123-748-9215",Silver
6984936,Female,"21-Apr-92",1992-04-21,NM,"546-428-8532",Platinum
37686146,Male,"08-Jan-72",1972-01-08,OK,"974-576-2485",Silver
86088574,Female,"15-Feb-72",1972-02-15,OH,"317-643-4523",Gold
73685982,Female,"12-Mar-98",1998-03-12,WV,"943-981-6734",Platinum
63279444,Male,"14-Oct-90",1990-10-14,NY,"812-481-7352",Gold
84080228,Male,"10-Nov-69",1969-11-10,NV,"652-429-1295",Silver
99723844,Female,"19-Jun-66",1966-06-19,HI,"457-752-1374",Gold
885337,Male,"17-Feb-62",1962-02-17,HI,"321-534-5263",Platinum
22125988,Female,"23-Nov-93",1993-11-23,MS,"938-182-5821",Silver
79391302,Male,"30-Oct-84",1984-10-30,UT,"425-721-8315",Silver
75483302,Female,"19-Jun-82",1982-06-19,MA,"517-792-6423",Platinum
86977672,Female,"23-Sep-69",1969-09-23,KY,"539-124-8432",Platinum
7703371,Female,"07-Feb-97",1997-02-07,VT,"418-179-2358",Gold
69101618,Male,"09-May-61",1961-05-09,CT,"628-392-7835",Silver
20681481,Male,"20-Oct-82",1982-10-20,RI,"496-453-2738",Gold
9897266,Female,"30-May-74",1974-05-30,VT,"768-896-9716",Gold
69165409,Female,"11-Oct-94",1994-10-11,NY,"843-784-1843",Silver
97226830,Male,"23-Oct-80",1980-10-23,AZ,"654-347-5163",Gold
66788290,Male,"08-Nov-84",1984-11-08,KS,"735-872-2517",Silver
67697862,Male,"22-Jan-93",1993-01-22,MN,"286-291-2315",Silver
69623124,Female,"25-Nov-67",1967-11-25,OR,"765-763-6743",Silver
86445910,Female,"07-Sep-91",1991-09-07,RI,"728-486-9516",Platinum
48445766,Male,"21-Nov-80",1980-11-21,AR,"657-359-2536",Platinum
74787956,Male,"19-Jun-89",1989-06-19,TX,"679-514-5894",Gold
45364348,Male,"13-Jun-67",1967-06-13,IA,"342-564-3152",Gold
81661419,Male,"12-Feb-80",1980-02-12,ID,"486-416-1928",Platinum
78301168,Male,"28-Nov-99",1999-11-28,CT,"516-179-8162",Silver
91447671,Male,"18-Dec-76",1976-12-18,IL,"298-195-6512",Silver
23445933,Female,"01-Jan-66",1966-01-01,MS,"657-568-6495",Platinum
86320995,Male,"04-Jul-91",1991-07-04,IN,"978-347-9514",Gold
77134414,Male,"10-Jul-83",1983-07-10,AL,"693-239-2865",Silver
71986983,Female,"15-Oct-82",1982-10-15,UT,"497-684-3678",Platinum
28528424,Female,"02-Mar-60",1960-03-02,ND,"592-738-9582",Platinum
26346266,Male,"25-Mar-71",1971-03-25,NM,"397-468-8746",Platinum
71259315,Male,"06-Nov-86",1986-11-06,IA,"197-824-7356",Gold
78119838,Male,"12-Apr-79",1979-04-12,AL,"268-851-1528",Silver
27598176,Female,"29-Jan-65",1965-01-29,TN,"436-192-5639",Platinum
83135621,Male,"22-Feb-77",1977-02-22,NH,"986-541-8762",Platinum
51760038,Female,"09-Dec-89",1989-12-09,IN,"958-286-8926",Platinum
91002298,Male,"09-Apr-98",1998-04-09,MA,"349-124-3976",Gold
16906248,Female,"20-Jun-62",1962-06-20,CA,"278-253-8457",Gold
93133213,Male,"11-Nov-63",1963-11-11,NJ,"486-592-4186",Silver
18369428,Male,"03-May-93",1993-05-03,OK,"256-457-9645",Gold
71676845,Male,"07-Apr-94",1994-04-07,IN,"549-982-1984",Silver
68067526,Male,"05-Aug-79",1979-08-05,WY,"871-381-6378",Silver
97169446,Female,"05-Jun-75",1975-06-05,WY,"438-219-7419",Platinum
44453657,Female,"03-Dec-96",1996-12-03,NC,"467-984-2893",Gold
32646041,Female,"07-Jun-79",1979-06-07,ID,"815-567-6153",Platinum
41946743,Female,"26-Sep-70",1970-09-26,WA,"756-245-4789",Gold
74207825,Female,"15-Mar-65",1965-03-15,MI,"173-637-9613",Platinum
24247743,Female,"24-May-88",1988-05-24,ID,"792-136-5173",Silver
69608621,Female,"21-Oct-68",1968-10-21,MD,"523-793-4315",Silver
72664684,Female,"28-Dec-96",1996-12-28,ND,"964-582-8145",Platinum
18174078,Female,"07-Apr-85",1985-04-07,GA,"945-398-3528",Gold
34756508,Male,"31-May-97",1997-05-31,RI,"182-247-2167",Silver
608461,Male,"17-Dec-94",1994-12-17,AR,"963-187-2873",Platinum
12015897,Male,"16-Nov-71",1971-11-16,WA,"465-854-9358",Silver
60965575,Female,"12-Sep-80",1980-09-12,OH,"526-741-6397",Silver
81634435,Male,"30-Jul-88",1988-07-30,AR,"937-675-5842",Gold
67849662,Female,"25-Aug-91",1991-08-25,PA,"143-543-9264",Silver
96439036,Male,"29-Jun-89",1989-06-29,AK,"359-671-3659",Gold
51033228,Male,"13-Oct-85",1985-10-13,IN,"534-462-2657",Gold
58451506,Male,"22-Apr-68",1968-04-22,FL,"673-574-7823",Gold
26734721,Male,"02-Jul-72",1972-07-02,CT,"659-876-5694",Gold
20923121,Female,"05-Jul-76",1976-07-05,NY,"617-927-8491",Silver
56425562,Female,"18-Mar-63",1963-03-18,GA,"823-712-3528",Platinum
79174311,Female,"26-May-78",1978-05-26,CO,"312-798-5213",Platinum
30119782,Female,"11-Jun-90",1990-06-11,WA,"753-397-4823",Gold
57267299,Male,"11-Feb-70",1970-02-11,VT,"128-576-3825",Silver
90217818,Female,"18-May-80",1980-05-18,TN,"891-651-8671",Gold
70708127,Female,"18-Jan-75",1975-01-18,TX,"189-276-3957",Platinum
75934330,Female,"09-Oct-87",1987-10-09,ME,"951-941-3975",Platinum
71288937,Female,"03-Jul-74",1974-07-03,AR,"692-817-1972",Gold
81526763,Female,"09-Oct-84",1984-10-09,OH,"592-192-8417",Gold
78064067,Female,"04-Nov-99",1999-11-04,MS,"713-457-9846",Gold
29854604,Male,"02-Sep-75",1975-09-02,WI,"214-457-4352",Gold
8684318,Male,"28-May-69",1969-05-28,NE,"145-563-2137",Gold
46513280,Female,"02-Jan-83",1983-01-02,CO,"124-652-9816",Silver
6104555,Male,"01-Oct-82",1982-10-01,CT,"456-218-8516",Gold
51669975,Female,"05-Feb-88",1988-02-05,ND,"975-463-9541",Silver
3205230,Male,"10-Mar-77",1977-03-10,NC,"352-354-2546",Platinum
87596868,Male,"18-Nov-61",1961-11-18,AZ,"573-396-3182",Silver
82089910,Male,"09-Oct-73",1973-10-09,FL,"257-248-4825",Silver
57452643,Female,"10-Jul-81",1981-07-10,HI,"348-562-2673",Platinum
65208809,Male,"22-Apr-64",1964-04-22,VA,"286-128-6132",Platinum
6756905,Male,"21-Oct-97",1997-10-21,NE,"924-427-8125",Silver
46850495,Male,"21-Aug-62",1962-08-21,NV,"761-193-2346",Platinum
79539873,Female,"15-Mar-81",1981-03-15,ND,"459-425-4319",Platinum
42364152,Female,"07-Jul-96",1996-07-07,ID,"529-462-1635",Silver
19888166,Male,"11-Apr-90",1990-04-11,WI,"712-651-9613",Gold
11256802,Female,"22-Oct-64",1964-10-22,LA,"469-345-5617",Silver
61575264,Male,"12-Jul-95",1995-07-12,WY,"182-385-1392",Gold
